Task key,Issue code,Source collections,Source rows,Source record IDs,Affected field,Related IDs,Product name,Producer name,Category name,Occurrence count,Decision,Canonical ID,Replacement value,Rejection reason,Evidence reference,Operator,Reviewer,Reviewed at (UTC)
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:228,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:229,products:228,product_category_id,category:203,Saison,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:231,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:232,products:231,product_category_id,category:203,Saison,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:232,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:233,products:232,product_category_id,category:203,Saison,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:233,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:234,products:233,product_category_id,category:203,Saison,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:234,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:235,products:234,product_category_id,category:203,Saison,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:235,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:236,products:235,product_category_id,category:203,Saison,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:238,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:239,products:238,product_category_id,category:203,Session IPA,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:239,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:240,products:239,product_category_id,category:203,Session IPA,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:242,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:243,products:242,product_category_id,category:203,Stout,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:243,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:244,products:243,product_category_id,category:203,Stout,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:246,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:247,products:246,product_category_id,category:203,Stout,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:248,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:249,products:248,product_category_id,category:203,Strong Ale,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:250,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:251,products:250,product_category_id,category:203,West Coast IPA,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:254,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:255,products:254,product_category_id,category:203,Wheat Beer,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:258,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:259,products:258,product_category_id,category:203,Wheat Beer,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:260,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:261,products:260,product_category_id,category:203,White IPA,,,1,,,,,,,,
PRODUCT_CATEGORY_ANCESTRY_INVALID:products:349,PRODUCT_CATEGORY_ANCESTRY_INVALID,products,products:350,products:349,product_category_id,category:332,West Coast IPA,,,1,,,,,,,,
PUBLIC_TEXT_ENCODING_SUSPECT:products:200,PUBLIC_TEXT_ENCODING_SUSPECT,products,products:201,products:200,declared_category,,Strong Ale,,,1,,,,,,,,
